2024-08-18 12:43:48.640 +05:30 [Information] | Message : Application Started. | Exception :  
2024-08-18 13:15:18.145 +05:30 [Information] | Message : End processing HTTP request after 114.2675ms - OK | Exception :  
2024-08-18 13:15:33.153 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:15:33.153 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:15:33.515 +05:30 [Information] | Message : Received HTTP response after 362.0157ms - OK | Exception :  
2024-08-18 13:15:33.516 +05:30 [Information] | Message : End processing HTTP request after 362.366ms - OK | Exception :  
2024-08-18 13:15:48.530 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:15:48.530 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:15:49.156 +05:30 [Information] | Message : Received HTTP response after 625.525ms - OK | Exception :  
2024-08-18 13:15:49.156 +05:30 [Information] | Message : End processing HTTP request after 625.7868ms - OK | Exception :  
2024-08-18 13:16:04.172 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:16:04.175 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:16:04.259 +05:30 [Information] | Message : Received HTTP response after 86.2844ms - OK | Exception :  
2024-08-18 13:16:04.259 +05:30 [Information] | Message : End processing HTTP request after 87.2017ms - OK | Exception :  
2024-08-18 13:16:19.264 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:16:19.264 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:16:19.330 +05:30 [Information] | Message : Received HTTP response after 65.3203ms - OK | Exception :  
2024-08-18 13:16:19.330 +05:30 [Information] | Message : End processing HTTP request after 65.5107ms - OK | Exception :  
2024-08-18 13:16:34.348 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:16:34.348 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:16:34.903 +05:30 [Information] | Message : Received HTTP response after 555.1094ms - OK | Exception :  
2024-08-18 13:16:34.904 +05:30 [Information] | Message : End processing HTTP request after 555.2853ms - OK | Exception :  
2024-08-18 13:16:49.917 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:16:49.917 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:16:49.984 +05:30 [Information] | Message : Received HTTP response after 67.0043ms - OK | Exception :  
2024-08-18 13:16:49.984 +05:30 [Information] | Message : End processing HTTP request after 67.2451ms - OK | Exception :  
2024-08-18 13:17:04.998 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:17:04.998 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:17:05.564 +05:30 [Information] | Message : Received HTTP response after 566.0833ms - OK | Exception :  
2024-08-18 13:17:05.568 +05:30 [Information] | Message : End processing HTTP request after 569.371ms - OK | Exception :  
2024-08-18 13:17:20.582 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:17:20.582 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:17:20.654 +05:30 [Information] | Message : Received HTTP response after 72.2173ms - OK | Exception :  
2024-08-18 13:17:20.655 +05:30 [Information] | Message : End processing HTTP request after 72.5344ms - OK | Exception :  
2024-08-18 13:17:35.662 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:17:35.662 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:17:35.752 +05:30 [Information] | Message : Received HTTP response after 90.2665ms - OK | Exception :  
2024-08-18 13:17:35.752 +05:30 [Information] | Message : End processing HTTP request after 90.6188ms - OK | Exception :  
2024-08-18 13:17:50.764 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:17:50.764 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:17:50.864 +05:30 [Information] | Message : Received HTTP response after 99.8151ms - OK | Exception :  
2024-08-18 13:17:50.864 +05:30 [Information] | Message : End processing HTTP request after 100.1082ms - OK | Exception :  
2024-08-18 13:18:05.879 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:18:05.879 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:18:05.966 +05:30 [Information] | Message : Received HTTP response after 86.549ms - OK | Exception :  
2024-08-18 13:18:05.966 +05:30 [Information] | Message : End processing HTTP request after 86.8458ms - OK | Exception :  
2024-08-18 13:18:20.972 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:18:20.972 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:18:21.042 +05:30 [Information] | Message : Received HTTP response after 69.8167ms - OK | Exception :  
2024-08-18 13:18:21.042 +05:30 [Information] | Message : End processing HTTP request after 70.1629ms - OK | Exception :  
2024-08-18 13:18:36.056 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:18:36.056 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:18:36.132 +05:30 [Information] | Message : Received HTTP response after 75.6919ms - OK | Exception :  
2024-08-18 13:18:36.132 +05:30 [Information] | Message : End processing HTTP request after 76.0818ms - OK | Exception :  
2024-08-18 13:18:51.157 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:18:51.157 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:18:51.225 +05:30 [Information] | Message : Received HTTP response after 67.2436ms - OK | Exception :  
2024-08-18 13:18:51.225 +05:30 [Information] | Message : End processing HTTP request after 67.6068ms - OK | Exception :  
2024-08-18 13:19:06.244 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:19:06.244 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:19:06.332 +05:30 [Information] | Message : Received HTTP response after 88.1781ms - OK | Exception :  
2024-08-18 13:19:06.332 +05:30 [Information] | Message : End processing HTTP request after 88.4501ms - OK | Exception :  
2024-08-18 13:19:21.360 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:19:21.360 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:19:21.438 +05:30 [Information] | Message : Received HTTP response after 77.9907ms - OK | Exception :  
2024-08-18 13:19:21.438 +05:30 [Information] | Message : End processing HTTP request after 78.255ms - OK | Exception :  
2024-08-18 13:19:36.446 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:19:36.446 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:19:36.510 +05:30 [Information] | Message : Received HTTP response after 64.0791ms - OK | Exception :  
2024-08-18 13:19:36.510 +05:30 [Information] | Message : End processing HTTP request after 64.2858ms - OK | Exception :  
2024-08-18 13:19:51.511 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:19:51.511 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:19:51.585 +05:30 [Information] | Message : Received HTTP response after 73.9572ms - OK | Exception :  
2024-08-18 13:19:51.585 +05:30 [Information] | Message : End processing HTTP request after 74.2082ms - OK | Exception :  
2024-08-18 13:20:06.600 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:20:06.600 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:20:06.682 +05:30 [Information] | Message : Received HTTP response after 82.2934ms - OK | Exception :  
2024-08-18 13:20:06.682 +05:30 [Information] | Message : End processing HTTP request after 82.4264ms - OK | Exception :  
2024-08-18 13:20:21.687 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:20:21.688 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:20:21.781 +05:30 [Information] | Message : Received HTTP response after 93.1306ms - OK | Exception :  
2024-08-18 13:20:21.781 +05:30 [Information] | Message : End processing HTTP request after 93.5183ms - OK | Exception :  
2024-08-18 13:20:36.802 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:20:36.803 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:20:36.877 +05:30 [Information] | Message : Received HTTP response after 74.2143ms - OK | Exception :  
2024-08-18 13:20:36.877 +05:30 [Information] | Message : End processing HTTP request after 74.4964ms - OK | Exception :  
2024-08-18 13:20:51.906 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:20:51.906 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:20:51.974 +05:30 [Information] | Message : Received HTTP response after 67.9745ms - OK | Exception :  
2024-08-18 13:20:51.974 +05:30 [Information] | Message : End processing HTTP request after 68.2334ms - OK | Exception :  
2024-08-18 13:21:06.992 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:21:06.992 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 13:21:07.081 +05:30 [Information] | Message : Received HTTP response after 89.0478ms - OK | Exception :  
2024-08-18 13:21:07.081 +05:30 [Information] | Message : End processing HTTP request after 89.2774ms - OK | Exception :  
2024-08-18 14:22:41.488 +05:30 [Information] | Message : Application Started. | Exception :  
2024-08-18 14:22:41.601 +05:30 [Information] | Message : Initializing UI Database | Exception :  
2024-08-18 14:22:42.066 +05:30 [Information] | Message : Saving healthchecks configuration to database | Exception :  
2024-08-18 14:22:42.399 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:22:42.407 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:22:43.321 +05:30 [Information] | Message : Received HTTP response after 909.9088ms - OK | Exception :  
2024-08-18 14:22:43.322 +05:30 [Information] | Message : End processing HTTP request after 931.6873ms - OK | Exception :  
2024-08-18 14:22:58.681 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:22:58.681 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:22:58.785 +05:30 [Information] | Message : Received HTTP response after 103.3629ms - OK | Exception :  
2024-08-18 14:22:58.785 +05:30 [Information] | Message : End processing HTTP request after 104.7998ms - OK | Exception :  
2024-08-18 14:23:59.585 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:23:59.586 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:23:59.667 +05:30 [Information] | Message : Received HTTP response after 81.1359ms - OK | Exception :  
2024-08-18 14:23:59.668 +05:30 [Information] | Message : End processing HTTP request after 82.2806ms - OK | Exception :  
2024-08-18 14:24:14.686 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:24:14.687 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:24:14.773 +05:30 [Information] | Message : Received HTTP response after 85.436ms - OK | Exception :  
2024-08-18 14:24:14.774 +05:30 [Information] | Message : End processing HTTP request after 87.5069ms - OK | Exception :  
2024-08-18 14:24:29.801 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:24:29.802 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:24:29.879 +05:30 [Information] | Message : Received HTTP response after 77.1314ms - OK | Exception :  
2024-08-18 14:24:29.879 +05:30 [Information] | Message : End processing HTTP request after 77.7138ms - OK | Exception :  
2024-08-18 14:24:44.908 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:24:44.909 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:24:44.997 +05:30 [Information] | Message : Received HTTP response after 88.0427ms - OK | Exception :  
2024-08-18 14:24:44.997 +05:30 [Information] | Message : End processing HTTP request after 88.8569ms - OK | Exception :  
2024-08-18 14:25:00.007 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:25:00.007 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:25:00.090 +05:30 [Information] | Message : Received HTTP response after 83.1942ms - OK | Exception :  
2024-08-18 14:25:00.091 +05:30 [Information] | Message : End processing HTTP request after 84.0466ms - OK | Exception :  
2024-08-18 14:25:15.096 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:25:15.096 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:25:15.176 +05:30 [Information] | Message : Received HTTP response after 79.85ms - OK | Exception :  
2024-08-18 14:25:15.176 +05:30 [Information] | Message : End processing HTTP request after 80.226ms - OK | Exception :  
2024-08-18 14:25:30.192 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:25:30.192 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:25:30.278 +05:30 [Information] | Message : Received HTTP response after 85.5847ms - OK | Exception :  
2024-08-18 14:25:30.278 +05:30 [Information] | Message : End processing HTTP request after 86.0977ms - OK | Exception :  
2024-08-18 14:25:45.292 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:25:45.292 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:25:45.373 +05:30 [Information] | Message : Received HTTP response after 80.6079ms - OK | Exception :  
2024-08-18 14:25:45.373 +05:30 [Information] | Message : End processing HTTP request after 80.9396ms - OK | Exception :  
2024-08-18 14:26:15.819 +05:30 [Information] | Message : Application Started. | Exception :  
2024-08-18 14:26:15.940 +05:30 [Information] | Message : Initializing UI Database | Exception :  
2024-08-18 14:26:16.396 +05:30 [Information] | Message : Saving healthchecks configuration to database | Exception :  
2024-08-18 14:26:16.715 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:26:16.719 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:26:17.484 +05:30 [Information] | Message : Received HTTP response after 763.6044ms - OK | Exception :  
2024-08-18 14:26:17.486 +05:30 [Information] | Message : End processing HTTP request after 789.9766ms - OK | Exception :  
2024-08-18 14:26:34.742 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:26:34.742 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:26:34.850 +05:30 [Information] | Message : Received HTTP response after 107.8521ms - OK | Exception :  
2024-08-18 14:26:34.851 +05:30 [Information] | Message : End processing HTTP request after 108.7254ms - OK | Exception :  
2024-08-18 14:26:35.030 +05:30 [Error] | Message : SahadevService.Common.EventService | Exception : System.InvalidOperationException: ExecuteReader requires the command to have a transaction when the connection assigned to the command is in a pending local transaction.  The Transaction property of the command has not been initialized.
   at SahadevDBLayer.Repository.SahadevC2Repository.GetFeedbackType() in D:\V.Sarojladdha\OneDrive - Adfactors PR Pvt Ltd\GitHub\Sahadev_API\SahadevDBLayer\Repository\SahadevC2Repository.cs:line 74
   at SahadevService.Sentry.EventService.GetAllFeedbackType() in D:\V.Sarojladdha\OneDrive - Adfactors PR Pvt Ltd\GitHub\Sahadev_API\SahadevService\Sentry\EventService.cs:line 221
 
2024-08-18 14:26:52.800 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:26:52.800 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:26:52.877 +05:30 [Information] | Message : Received HTTP response after 76.6947ms - OK | Exception :  
2024-08-18 14:26:52.877 +05:30 [Information] | Message : End processing HTTP request after 77.0326ms - OK | Exception :  
2024-08-18 14:27:07.894 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:27:07.894 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:27:07.976 +05:30 [Information] | Message : Received HTTP response after 81.825ms - OK | Exception :  
2024-08-18 14:27:07.977 +05:30 [Information] | Message : End processing HTTP request after 83.2186ms - OK | Exception :  
2024-08-18 14:27:23.002 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:27:23.002 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:27:23.082 +05:30 [Information] | Message : Received HTTP response after 79.7372ms - OK | Exception :  
2024-08-18 14:27:23.082 +05:30 [Information] | Message : End processing HTTP request after 80.582ms - OK | Exception :  
2024-08-18 14:27:39.058 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:27:39.064 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:27:39.137 +05:30 [Information] | Message : Received HTTP response after 73.0143ms - OK | Exception :  
2024-08-18 14:27:39.137 +05:30 [Information] | Message : End processing HTTP request after 79.2045ms - OK | Exception :  
2024-08-18 14:27:39.317 +05:30 [Error] | Message : SahadevService.Common.EventService | Exception : System.InvalidOperationException: ExecuteReader requires the command to have a transaction when the connection assigned to the command is in a pending local transaction.  The Transaction property of the command has not been initialized.
   at SahadevDBLayer.Repository.SahadevC2Repository.GetFeedbackType() in D:\V.Sarojladdha\OneDrive - Adfactors PR Pvt Ltd\GitHub\Sahadev_API\SahadevDBLayer\Repository\SahadevC2Repository.cs:line 74
   at SahadevService.Sentry.EventService.GetAllFeedbackType() in D:\V.Sarojladdha\OneDrive - Adfactors PR Pvt Ltd\GitHub\Sahadev_API\SahadevService\Sentry\EventService.cs:line 221
 
2024-08-18 14:27:54.148 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:27:54.149 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:27:54.229 +05:30 [Information] | Message : Received HTTP response after 79.8562ms - OK | Exception :  
2024-08-18 14:27:54.229 +05:30 [Information] | Message : End processing HTTP request after 80.7724ms - OK | Exception :  
2024-08-18 14:28:15.837 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:28:15.844 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:28:15.939 +05:30 [Information] | Message : Received HTTP response after 95.5683ms - OK | Exception :  
2024-08-18 14:28:15.940 +05:30 [Information] | Message : End processing HTTP request after 102.8339ms - OK | Exception :  
2024-08-18 14:28:17.012 +05:30 [Error] | Message : SahadevService.Common.EventService | Exception : System.InvalidOperationException: ExecuteReader requires the command to have a transaction when the connection assigned to the command is in a pending local transaction.  The Transaction property of the command has not been initialized.
   at SahadevDBLayer.Repository.SahadevC2Repository.GetFeedbackType() in D:\V.Sarojladdha\OneDrive - Adfactors PR Pvt Ltd\GitHub\Sahadev_API\SahadevDBLayer\Repository\SahadevC2Repository.cs:line 74
   at SahadevService.Sentry.EventService.GetAllFeedbackType() in D:\V.Sarojladdha\OneDrive - Adfactors PR Pvt Ltd\GitHub\Sahadev_API\SahadevService\Sentry\EventService.cs:line 221
 
2024-08-18 14:28:30.954 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:28:30.954 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:28:31.027 +05:30 [Information] | Message : Received HTTP response after 73.0646ms - OK | Exception :  
2024-08-18 14:28:31.027 +05:30 [Information] | Message : End processing HTTP request after 73.8785ms - OK | Exception :  
2024-08-18 14:30:05.784 +05:30 [Information] | Message : Application Started. | Exception :  
2024-08-18 14:30:05.903 +05:30 [Information] | Message : Initializing UI Database | Exception :  
2024-08-18 14:30:06.352 +05:30 [Information] | Message : Saving healthchecks configuration to database | Exception :  
2024-08-18 14:30:06.681 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:30:06.691 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:30:07.959 +05:30 [Information] | Message : Received HTTP response after 1263.7298ms - OK | Exception :  
2024-08-18 14:30:07.960 +05:30 [Information] | Message : End processing HTTP request after 1292.2515ms - OK | Exception :  
2024-08-18 14:38:54.501 +05:30 [Information] | Message : Application Started. | Exception :  
2024-08-18 14:38:54.611 +05:30 [Information] | Message : Initializing UI Database | Exception :  
2024-08-18 14:38:55.086 +05:30 [Information] | Message : Saving healthchecks configuration to database | Exception :  
2024-08-18 14:38:55.502 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:38:55.513 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:38:56.676 +05:30 [Information] | Message : Received HTTP response after 1159.5566ms - OK | Exception :  
2024-08-18 14:38:56.677 +05:30 [Information] | Message : End processing HTTP request after 1192.6027ms - OK | Exception :  
2024-08-18 14:39:12.026 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:39:12.027 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:39:12.103 +05:30 [Information] | Message : Received HTTP response after 75.8413ms - OK | Exception :  
2024-08-18 14:39:12.103 +05:30 [Information] | Message : End processing HTTP request after 76.9042ms - OK | Exception :  
2024-08-18 14:39:28.736 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:39:28.736 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:39:28.808 +05:30 [Information] | Message : Received HTTP response after 71.415ms - OK | Exception :  
2024-08-18 14:39:28.808 +05:30 [Information] | Message : End processing HTTP request after 72.1039ms - OK | Exception :  
2024-08-18 14:41:44.523 +05:30 [Information] | Message : Application Started. | Exception :  
2024-08-18 14:41:44.632 +05:30 [Information] | Message : Initializing UI Database | Exception :  
2024-08-18 14:41:45.114 +05:30 [Information] | Message : Saving healthchecks configuration to database | Exception :  
2024-08-18 14:41:45.443 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:41:45.447 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:42:06.419 +05:30 [Information] | Message : Received HTTP response after 20969.1723ms - OK | Exception :  
2024-08-18 14:42:06.421 +05:30 [Information] | Message : End processing HTTP request after 20992.5148ms - OK | Exception :  
2024-08-18 14:42:21.702 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:42:21.703 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:42:21.794 +05:30 [Information] | Message : Received HTTP response after 90.3599ms - OK | Exception :  
2024-08-18 14:42:21.794 +05:30 [Information] | Message : End processing HTTP request after 92.4651ms - OK | Exception :  
2024-08-18 14:42:36.843 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:42:36.844 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:42:36.924 +05:30 [Information] | Message : Received HTTP response after 79.9615ms - OK | Exception :  
2024-08-18 14:42:36.924 +05:30 [Information] | Message : End processing HTTP request after 80.9403ms - OK | Exception :  
2024-08-18 14:42:51.933 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:42:51.933 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 14:42:52.003 +05:30 [Information] | Message : Received HTTP response after 69.8705ms - OK | Exception :  
2024-08-18 14:42:52.004 +05:30 [Information] | Message : End processing HTTP request after 70.8726ms - OK | Exception :  
2024-08-18 19:45:48.139 +05:30 [Information] | Message : Application Started. | Exception :  
2024-08-18 19:45:48.383 +05:30 [Information] | Message : Initializing UI Database | Exception :  
2024-08-18 19:45:49.179 +05:30 [Information] | Message : Saving healthchecks configuration to database | Exception :  
2024-08-18 19:45:49.668 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:45:49.703 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:45:50.741 +05:30 [Information] | Message : Received HTTP response after 1035.7292ms - OK | Exception :  
2024-08-18 19:45:50.742 +05:30 [Information] | Message : End processing HTTP request after 1082.9711ms - OK | Exception :  
2024-08-18 19:46:06.001 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:46:06.002 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:46:06.104 +05:30 [Information] | Message : Received HTTP response after 102.0018ms - OK | Exception :  
2024-08-18 19:46:06.105 +05:30 [Information] | Message : End processing HTTP request after 104.024ms - OK | Exception :  
2024-08-18 19:46:21.143 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:46:21.143 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:46:21.231 +05:30 [Information] | Message : Received HTTP response after 88.0078ms - OK | Exception :  
2024-08-18 19:46:21.232 +05:30 [Information] | Message : End processing HTTP request after 89.4398ms - OK | Exception :  
2024-08-18 19:46:39.163 +05:30 [Information] | Message : Start processing HTTP request "GET" http://localhost:55006/healthz | Exception :  
2024-08-18 19:46:39.166 +05:30 [Information] | Message : Sending HTTP request "GET" http://localhost:55006/healthz | Exception :  
